Crisis ID,Type of Community Crisis,What,Where,When,How,Severity,Duration
913,Civil War,armed conflict,"02250 Bethany Place, Hernandezmouth, WA 36293",22-05-2020 04:10,conflict,low,within 36 hours
914,Civil War,warfare,"21740 Angela Haven Suite 508, West Michael, NJ 01093",26-06-2022 05:53,insurgency,moderate,within 12 hours
915,Protest,demonstration,"530 Adams Vista Suite 229, Lake Sarahborough, NY 03637",27-02-2022 20:57,march,high,within 24 hours
916,Environmental Hazard,environmental disaster,"698 Gloria Divide Apt. 353, South Stephen, MO 00614",28-04-2022 21:37,toxic contamination,very high,within 18 hours
917,Public Health Emergency,pandemic,"PSC 3426, Box 9749, APO AE 13845",30-06-2023 06:03,public health emergency,low,within 48 hours
918,Crime Spree,criminal outbreak,"356 Regina Ports Suite 889, Sparkstown, GA 90432",20-12-2022 04:48,criminal outbreak,moderate,within 12 hours
919,Civil War,civil war,"385 Lisa Road, Nicholeberg, OH 45539",21-08-2020 21:13,conflict,high,within 12 hours
920,Environmental Hazard,environmental disaster,"7181 Anna Land, East Elizabethfort, VI 78442",14-02-2024 04:16,environmental disaster,moderate,within 48 hours
921,Public Health Emergency,health crisis,"63036 Ricardo Grove, New Mark, AZ 44323",04-02-2021 22:53,outbreak,very high,within 6 hours
922,Riot,violent protest,"691 Jensen Mall Suite 688, West Phillip, OH 68689",22-09-2021 01:59,uprising,moderate,within 18 hours
923,Terrorist Attack,terrorist attack,"4555 Brown Vista Apt. 743, Jeffreymouth, IN 74968",09-09-2021 21:37,hostage crisis,low,within 36 hours
924,Environmental Hazard,environmental hazard,"467 Maureen Flat Suite 066, New Wendy, WA 98619",08-06-2021 09:16,environmental disaster,moderate,within 12 hours
925,Terrorist Attack,terrorism,"469 Erica Mount, Larrymouth, NE 81952",03-11-2023 15:15,terrorist attack,very low,within 18 hours
926,Protest,protest,"04374 Robert Ports, Rebeccaburgh, MN 69293",28-07-2022 23:55,strike,high,within 12 hours
927,Riot,disturbance,"1533 Justin Square Apt. 919, New Christophermouth, ID 31265",14-09-2021 18:13,civil unrest,low,within 36 hours
928,Environmental Hazard,pollution,"0684 Dawn Springs Suite 147, North Gabriella, WA 54698",19-04-2020 00:53,ecological threat,very low,within 18 hours
929,Riot,civil unrest,"956 Tracy Circles, Vasquezbury, MS 16199",23-06-2020 09:09,disturbance,low,within 36 hours
930,Civil War,armed conflict,"033 Mary Loop, Katelynmouth, WA 47287",24-08-2023 03:57,armed conflict,low,within 36 hours
931,Public Health Emergency,epidemic,"185 Rocha Village Suite 823, Annetteside, FM 69945",09-07-2023 07:25,epidemic,very high,within 18 hours
932,Environmental Hazard,environmental hazard,"149 Watts Hollow Suite 882, Andersontown, CO 52353",17-12-2020 19:43,environmental disaster,moderate,within 36 hours
933,Environmental Hazard,environmental disaster,"6004 Curry Inlet, Lake Joannbury, AR 72321",20-04-2020 01:38,environmental hazard,low,within 12 hours
934,Terrorist Attack,bombing,"3565 Marshall Meadow Suite 939, New Amber, AL 87587",02-07-2021 22:43,terrorist attack,very high,within 12 hours
935,Public Health Emergency,epidemic,"407 Thompson Key Suite 352, South Ericborough, VA 36211",20-11-2022 22:22,pandemic,low,within 6 hours
936,Public Health Emergency,epidemic,"7485 Hester Path Apt. 288, East Morganview, HI 98224",23-05-2020 10:13,pandemic,low,within 6 hours
937,Protest,rally,"2720 Hill Light, East Melissaville, MS 14095",06-07-2022 23:40,demonstration,high,within 6 hours
938,Protest,demonstration,"64805 Elizabeth Port Apt. 802, Annaton, ND 42791",23-09-2022 21:29,protest,low,within 12 hours
939,Environmental Hazard,environmental disaster,"6388 Daniel Circles, Sanchezfort, KY 10923",13-09-2020 07:00,ecological threat,low,within 36 hours
940,Terrorist Attack,armed assault,"12096 Melanie Way Suite 846, North Brandon, ID 83181",22-04-2023 01:51,terrorist attack,very high,within 18 hours
941,Protest,protest,"093 Kathleen Course, East Ryanville, WA 93516",07-11-2021 00:32,rally,very low,within 36 hours
942,Public Health Emergency,pandemic,"163 Summers Viaduct, East Kayla, MO 94689",01-02-2024 09:53,public health emergency,high,within 48 hours
943,Crime Spree,crime wave,"37996 Heather Landing Apt. 227, East Mary, ND 60513",14-03-2021 17:56,criminal outbreak,very high,within 6 hours
944,Crime Spree,criminal outbreak,"38589 Hernandez Cape Apt. 624, Jordanport, GA 57189",14-11-2023 22:00,criminal activity,very low,within 48 hours
945,Riot,disturbance,"9359 Marcus Ferry, Michaelberg, CO 39312",08-12-2023 16:58,civil unrest,very high,within 18 hours
946,Protest,strike,"525 Morris Via Apt. 274, Port Matthewborough, MH 86103",30-01-2020 01:20,protest,very low,within 12 hours
947,Riot,civil unrest,"00115 Williams Vista Apt. 107, Powellhaven, AL 69908",21-12-2023 01:09,disturbance,very high,within 24 hours
948,Terrorist Attack,terrorist attack,"83167 Lee Plains, Annetown, WI 94033",09-12-2022 03:39,terrorism,high,within 48 hours
949,Protest,protest,"54504 Wayne Roads Suite 992, New Jaimemouth, VA 55843",11-11-2023 07:52,demonstration,moderate,within 6 hours
950,Protest,rally,"4185 Santana Turnpike Suite 760, New Philip, TX 77882",26-02-2020 21:18,demonstration,very high,within 36 hours
951,Labor Strike,labor dispute,"2853 Williams River, Wallland, RI 67698",26-01-2024 12:41,worker protest,very low,within 36 hours
952,Terrorist Attack,armed assault,"02506 Jackson Centers, Port Kristopherstad, MT 14257",05-10-2021 19:16,armed assault,moderate,within 6 hours
953,Protest,march,"70240 James Well Apt. 189, Leonardborough, MP 76375",09-05-2021 17:47,march,high,within 6 hours
954,Riot,violent protest,"59370 Compton Circles, South Cristina, AK 75169",02-04-2023 12:56,civil unrest,low,within 18 hours
955,Environmental Hazard,environmental disaster,"46836 Kara Drive, Angelabury, NY 73132",06-11-2020 07:04,ecological threat,very low,within 36 hours
956,Riot,civil unrest,"804 Arnold Falls, West Davidstad, KY 31049",06-09-2020 21:36,uprising,moderate,within 12 hours
957,Labor Strike,labor dispute,"137 Erika Crossing Apt. 363, Port Darleneborough, AZ 39478",23-02-2023 06:43,labor strike,very high,within 12 hours
958,Riot,civil unrest,"241 Christopher Roads, Howellberg, RI 56414",10-07-2022 09:37,violent protest,high,within 12 hours
959,Public Health Emergency,pandemic,"3847 Christine Spurs, New Catherine, KS 69656",14-01-2024 00:12,pandemic,moderate,within 36 hours
960,Civil War,civil war,"682 Thomas Locks Apt. 341, South Stacy, SD 12971",23-05-2021 02:05,insurgency,moderate,within 18 hours
961,Protest,demonstration,"097 Schmidt Plaza, South Craigstad, DC 85281",29-12-2020 15:42,rally,low,within 18 hours
962,Civil War,conflict,"42411 Mueller Groves, South Cristina, CT 80148",04-05-2022 19:12,armed conflict,very low,within 6 hours
963,Labor Strike,labor strike,"05310 Raymond Ville Apt. 206, Jasonport, IL 05716",15-08-2020 18:06,labor dispute,very high,within 18 hours
964,Terrorist Attack,bombing,"386 Montes Mall, Chrisfurt, SC 63995",22-03-2024 22:13,terrorism,very high,within 6 hours
965,Civil War,armed conflict,"626 Villarreal Flats, North Timothy, OH 76137",10-09-2020 11:15,warfare,low,within 36 hours
966,Environmental Hazard,ecological threat,"100 Mcfarland Ports Suite 593, North Mary, MA 66429",21-03-2023 09:26,pollution,low,within 12 hours
967,Environmental Hazard,environmental hazard,"308 Charles Burgs Apt. 029, Mossstad, GU 31416",22-03-2024 23:07,environmental hazard,high,within 24 hours
968,Crime Spree,criminal outbreak,"PSC 4578, Box 6186, APO AA 59149",11-06-2020 16:42,crime spree,very low,within 6 hours
969,Environmental Hazard,toxic contamination,"06116 Mason Parks Apt. 494, Sethchester, WY 13610",04-07-2023 11:50,environmental hazard,very low,within 6 hours
970,Labor Strike,strike,"24937 Xavier Drives, East Jeff, NV 09807",22-09-2022 15:05,industrial action,very high,within 48 hours
971,Environmental Hazard,toxic contamination,"470 Amber Place Suite 477, Lake Kellychester, PR 31877",30-10-2021 01:51,ecological threat,high,within 18 hours
972,Crime Spree,criminal outbreak,"9460 Smith Parkway Suite 618, Whitefurt, NC 57238",13-03-2024 17:09,lawlessness,low,within 48 hours
973,Civil War,insurgency,"282 Higgins Freeway, Elliottshire, GA 36772",29-08-2021 22:09,insurgency,moderate,within 6 hours
974,Crime Spree,criminal activity,"4303 Michael Centers, Washingtonfurt, FL 42363",24-10-2020 06:23,crime wave,high,within 24 hours
975,Public Health Emergency,health crisis,"0909 Eric Radial, North Shaneborough, WY 35974",03-04-2024 14:27,pandemic,low,within 24 hours
976,Riot,riot,"5507 Joseph Roads, Port Mary, WI 53475",17-03-2023 15:51,uprising,moderate,within 48 hours
977,Labor Strike,labor dispute,"00274 Heath Estates Suite 532, Davidberg, PR 21494",20-10-2023 04:34,worker protest,high,within 36 hours
978,Terrorist Attack,bombing,"72773 Micheal Junctions Apt. 757, New Derek, MO 41558",02-01-2023 00:32,bombing,moderate,within 18 hours
979,Environmental Hazard,environmental disaster,"28615 Sherry Mission, Port Bailey, CA 82789",31-01-2023 14:53,environmental disaster,very low,within 6 hours
980,Riot,civil unrest,"1233 Miles Village, New Brian, VA 27785",06-05-2022 06:31,uprising,very high,within 48 hours
981,Riot,riot,"968 Velez Passage, East Brian, DE 97888",23-03-2021 17:24,civil unrest,high,within 12 hours
982,Labor Strike,strike,"10233 Tamara Plaza Apt. 381, Kennethport, WV 89327",19-03-2022 01:57,worker protest,moderate,within 36 hours
983,Labor Strike,labor strike,"88230 Williamson Avenue Suite 306, Williamschester, OR 83001",18-06-2021 01:35,labor dispute,high,within 12 hours
984,Riot,civil unrest,"1065 Mary Meadows Apt. 539, Timberg, FL 99229",02-10-2023 11:27,riot,very low,within 24 hours
985,Public Health Emergency,public health emergency,"75730 John Key, New Lisa, LA 18914",17-12-2023 23:04,health crisis,low,within 24 hours
986,Civil War,civil war,"6605 Mills Roads Apt. 227, Baldwinland, KY 16492",25-02-2024 02:58,warfare,low,within 12 hours
987,Terrorist Attack,bombing,"769 Williams Keys Suite 409, Longhaven, OH 73713",01-10-2022 16:43,hostage crisis,low,within 48 hours
988,Environmental Hazard,environmental hazard,"13567 Debra Forest, Williamschester, AR 23065",17-12-2023 10:37,toxic contamination,low,within 6 hours
989,Environmental Hazard,toxic contamination,"12217 Francis Lake Suite 988, Robertfort, VI 30931",02-07-2023 03:05,pollution,high,within 12 hours
990,Civil War,civil war,"00570 Patricia Parks Apt. 097, Lesterland, ME 27878",06-03-2023 10:01,conflict,very low,within 36 hours
991,Terrorist Attack,bombing,"5390 Barnes Spring, Randyside, TN 09105",25-03-2023 00:11,terrorism,high,within 6 hours
992,Crime Spree,crime spree,"80418 Nathan Spurs Apt. 720, Lewisside, NY 13385",30-06-2022 11:34,criminal activity,moderate,within 24 hours
993,Terrorist Attack,bombing,"Unit 6179 Box 8662, DPO AE 13760",29-07-2020 09:32,terrorism,very low,within 12 hours
994,Public Health Emergency,epidemic,"63893 Jonathan Path, Millsside, SD 03486",14-04-2023 01:24,pandemic,high,within 48 hours
995,Crime Spree,lawlessness,"Unit 9245 Box 8360, DPO AE 67311",03-01-2020 03:02,criminal outbreak,low,within 24 hours
996,Riot,riot,"9195 Lindsay Parkways, Patricktown, DE 07383",25-02-2022 20:38,civil unrest,low,within 18 hours
997,Crime Spree,criminal activity,"436 Bell Springs, East Davidchester, NM 21232",11-08-2023 13:27,crime spree,moderate,within 48 hours
998,Protest,strike,"91331 Jackson Prairie, East Laura, PR 72287",28-09-2023 01:31,march,very low,within 6 hours
999,Public Health Emergency,outbreak,"294 Joanna Spurs Suite 601, Cannontown, WV 63526",15-09-2022 02:19,health crisis,high,within 48 hours
1000,Civil War,civil war,"19244 Sean Point, East Daniel, CA 87797",06-11-2023 10:58,civil war,very low,within 6 hours
1001,Terrorist Attack,hostage crisis,"270 Gomez Lakes Apt. 509, Vincentside, LA 45466",08-12-2023 07:58,armed assault,low,within 48 hours
1002,Crime Spree,crime wave,"93612 Rita Fields Apt. 255, East Julie, UT 77355",25-07-2023 03:30,lawlessness,low,within 12 hours
1003,Labor Strike,strike,"7404 Aguilar Roads, East Maryland, ND 34078",17-08-2020 20:36,strike,high,within 6 hours
1004,Riot,violent protest,"7251 James Way, Hallland, CA 39798",02-07-2020 03:07,riot,low,within 48 hours
1005,Civil War,armed conflict,"6936 Lewis Mountain Apt. 079, Spencermouth, PA 64218",01-05-2022 05:46,armed conflict,low,within 48 hours
1006,Labor Strike,labor strike,"84156 Debbie Wall, East Stephanie, NC 11729",19-12-2021 22:51,labor dispute,very high,within 24 hours
1007,Environmental Hazard,environmental hazard,"521 Jo Streets, Earlbury, KS 14865",02-10-2021 18:06,pollution,moderate,within 18 hours
1008,Protest,protest,"4112 Tanya Wells Suite 559, Jeremyborough, FL 95329",13-01-2024 15:18,demonstration,moderate,within 18 hours
1009,Crime Spree,criminal activity,"91203 Harris Centers, Salazarfort, RI 81644",17-04-2020 16:07,lawlessness,very low,within 12 hours
1010,Labor Strike,labor dispute,"003 Williams Ports, East Amyfort, OH 29276",03-07-2020 20:02,strike,moderate,within 12 hours
1011,Civil War,civil war,"PSC 5297, Box 4850, APO AE 17644",02-11-2022 17:06,warfare,high,within 6 hours
1012,Terrorist Attack,bombing,"USNV Santos, FPO AA 86731",23-12-2020 19:43,terrorist attack,very low,within 48 hours
1013,Riot,riot,"999 Cook Drive Apt. 587, Thomaschester, VI 96022",21-03-2021 02:43,civil unrest,very low,within 18 hours
1014,Labor Strike,industrial action,"PSC 5213, Box 1992, APO AE 58924",30-03-2022 00:03,labor dispute,very high,within 6 hours
1015,Labor Strike,strike,"303 Jennifer Spur, West Benjaminview, UT 33894",29-08-2022 20:31,industrial action,moderate,within 6 hours
1016,Crime Spree,criminal outbreak,"0720 Kristy Shoals, Mooreville, AS 59416",31-12-2023 10:21,lawlessness,very low,within 36 hours
1017,Crime Spree,lawlessness,"4516 Kelly Pines Apt. 116, Robertside, DC 83235",15-03-2023 09:49,lawlessness,very high,within 48 hours
1018,Protest,demonstration,"9901 Preston Shore Suite 264, Lake Matthewstad, TN 79698",10-07-2020 04:05,rally,low,within 48 hours
1019,Riot,uprising,"226 Cohen Trafficway, Port Michaelville, NH 57447",17-10-2020 14:21,disturbance,moderate,within 6 hours
1020,Environmental Hazard,environmental hazard,"Unit 2045 Box 1850, DPO AE 40699",29-07-2022 13:37,pollution,high,within 18 hours
1021,Labor Strike,industrial action,"620 Jason Well, Longborough, MA 99674",30-04-2020 20:30,labor dispute,low,within 36 hours
1022,Public Health Emergency,health crisis,"05876 Sheila Throughway, Port Ricardo, OK 19482",28-07-2020 19:13,health crisis,low,within 6 hours
1023,Crime Spree,lawlessness,"703 Hicks Road Apt. 065, North Destiny, NJ 69120",19-05-2021 11:33,criminal activity,moderate,within 36 hours
1024,Protest,rally,"85373 Stephanie Gardens Suite 007, West Andrew, IL 09216",12-01-2023 23:46,rally,very low,within 36 hours
1025,Crime Spree,criminal outbreak,"0009 Christina Center, North Todd, CT 38296",23-02-2020 14:14,crime spree,very high,within 18 hours
1026,Crime Spree,lawlessness,"6489 Lucas Lakes Apt. 319, Johnport, CT 37427",17-06-2023 11:42,lawlessness,very high,within 12 hours
1027,Riot,uprising,"73523 Walsh Trail, Paulville, NM 76740",02-10-2021 09:24,disturbance,high,within 6 hours
1028,Protest,march,"72596 Charles Summit, Williamsshire, ID 57861",08-07-2021 05:34,protest,low,within 12 hours
1029,Civil War,armed conflict,"78426 Garcia Crest Apt. 555, Barronbury, AL 20627",21-12-2020 04:30,conflict,very low,within 24 hours
1030,Protest,protest,"148 Alexander Forge, East Thomas, NJ 02788",23-07-2020 21:47,rally,moderate,within 18 hours
1031,Labor Strike,strike,"5422 Anderson Fall Suite 295, Mayborough, WY 42256",17-11-2020 18:37,labor dispute,very high,within 18 hours
1032,Environmental Hazard,pollution,"78996 Wilson Fork Apt. 626, Port Johnbury, MP 32395",04-03-2022 08:52,environmental disaster,very high,within 24 hours
1033,Protest,protest,"894 Joshua Bypass Apt. 604, Lake Johnton, VA 82572",18-10-2021 18:07,rally,very low,within 24 hours
1034,Crime Spree,crime wave,"USNS Blair, FPO AE 84060",24-04-2023 16:12,crime spree,low,within 6 hours
1035,Environmental Hazard,pollution,"51515 Greg Mission, New Arthur, PW 96355",23-06-2021 11:38,toxic contamination,very high,within 18 hours
1036,Riot,violent protest,"3757 Wood Land, Brewerland, NH 25774",09-01-2024 22:31,uprising,low,within 24 hours
1037,Riot,disturbance,"81626 Bentley Radial, Jonesport, OK 69555",17-06-2022 10:48,violent protest,very low,within 6 hours
1038,Civil War,insurgency,"594 Tara Plain, Port Glendamouth, MN 22137",28-01-2024 16:41,insurgency,very high,within 48 hours
1039,Crime Spree,crime wave,"PSC 1742, Box 2900, APO AP 31472",10-05-2020 18:26,crime spree,low,within 48 hours
1040,Riot,disturbance,"655 Jill Lake Suite 403, Lake Jeremymouth, IA 20906",23-02-2020 06:34,disturbance,very low,within 6 hours
1041,Protest,march,"13724 Holmes Drive, Tapiafort, PR 71749",06-07-2021 00:34,march,low,within 18 hours
1042,Terrorist Attack,terrorism,"6187 Ian Views, Amandafurt, WI 63826",07-11-2020 10:32,terrorism,low,within 48 hours
