Crisis ID,Type of Scarcity Crisis,What,Where,When,How,Severity,Duration
1027,Energy Scarcity,energy scarcity,"1325 Joshua Point, New Andre, SD 72054",24-03-2024 08:28:09,energy scarcity,very high,within 48 hours
1028,Fuel Scarcity,petrol shortage,"627 Aaron Pines, Gardnerchester, NM 33774",26-06-2023 21:03:44,petrol shortage,low,within 9 hours
1029,Energy Scarcity,power outage,"4851 King Viaduct, Lake Brandon, IA 26354",06-08-2020 06:13:41,shortage of energy,moderate,within 24 hours
1030,Fuel Scarcity,fuel supply disruption,"4688 Blackwell Pass Suite 698, Lake Ashleeport, VT 54601",04-01-2022 03:07:56,fuel supply disruption,low,within 18 hours
1031,Food Scarcity,food scarcity,"51775 Karina Dam Apt. 807, Christopherport, WA 17032",17-06-2020 20:26:51,food scarcity,high,within 18 hours
1032,Water Scarcity,drought,"781 Mckee Drives, Nathanview, VT 55806",06-07-2022 18:06:01,lack of clean water,very high,within 7 hours
1033,Water Scarcity,lack of clean water,"805 George Union, Lake Jonathanmouth, IL 70247",24-03-2024 01:20:29,water crisis,very low,within 9 hours
1034,Food Scarcity,food scarcity,"419 David Circle, Lake Danielton, GU 48876",01-08-2022 02:21:26,food scarcity,moderate,within 7 hours
1035,Fuel Scarcity,fuel supply disruption,"191 Robert Stravenue, West Katelyn, AL 04052",07-05-2020 18:09:05,petrol shortage,low,within 5 hours
1036,Water Scarcity,water crisis,"1745 Roberts Cove, Lake Robin, MS 81115",27-06-2020 20:40:50,shortage of water,moderate,within 7 hours
1037,Food Scarcity,food scarcity,"6343 Brent Forks Apt. 603, Jimenezside, VA 42757",09-05-2023 12:53:56,famine,moderate,within 5 hours
1038,Energy Scarcity,lack of electricity,"Unit 1446 Box 2459, DPO AE 97572",05-05-2020 02:09:35,power outage,low,within 9 hours
1039,Fuel Scarcity,fuel scarcity,"5692 Angela Port, Tiffanyburgh, RI 70261",03-10-2020 00:06:54,petrol shortage,very high,within 48 hours
1040,Food Scarcity,food scarcity,"849 Marissa Underpass Suite 674, East Linda, FM 49158",16-02-2020 10:45:07,famine,high,within 9 hours
1041,Energy Scarcity,energy crisis,"39191 Heather Fort Suite 482, South Jamesfurt, MH 61895",19-12-2023 16:54:50,lack of electricity,very low,within 9 hours
1042,Water Scarcity,water scarcity,"720 Johnson Forest, Davisview, AK 16815",13-11-2020 03:07:46,shortage of water,very high,within 5 hours
1043,Fuel Scarcity,petrol shortage,"72310 Johnson Mountains Apt. 085, Lake Katherine, IL 07312",04-01-2023 01:33:03,energy crisis,very low,within 72 hours
1044,Fuel Scarcity,petrol shortage,"86536 Seth River, Lopezton, OR 70209",06-10-2021 07:31:47,fuel supply disruption,very low,within 72 hours
1045,Food Scarcity,food scarcity,"3933 Christopher Dale Suite 922, Curtisborough, AL 91768",12-01-2023 04:48:20,hunger crisis,high,within 48 hours
1046,Medical Supplies Scarcity,medical supplies scarcity,"68925 Nancy Spurs, Ericaberg, NC 35447",05-05-2023 22:54:40,shortage of medical equipment,very high,within 18 hours
1047,Energy Scarcity,power outage,"PSC 0751, Box 1083, APO AA 51954",22-11-2020 21:08:31,energy crisis,very high,within 24 hours
1048,Medical Supplies Scarcity,medical supplies scarcity,"USNS Hayes, FPO AP 08497",02-05-2020 07:13:18,medical supplies scarcity,low,within 18 hours
1049,Fuel Scarcity,shortage of fuel,"343 Ellis Fort Suite 741, South Kurt, DC 93461",01-09-2021 13:08:53,petrol shortage,very high,within 9 hours
1050,Medical Supplies Scarcity,shortage of medical equipment,"721 Villarreal Drives, West Reginald, MO 83150",01-07-2020 22:21:57,medical supplies scarcity,very high,within 72 hours
1051,Fuel Scarcity,fuel scarcity,"802 Natalie Trail Suite 258, Brianton, LA 07062",25-01-2022 16:17:34,shortage of fuel,very low,within 72 hours
1052,Medical Supplies Scarcity,medical supply shortage,"28449 Lawson Lights Suite 562, Bobmouth, MO 33681",19-11-2023 03:10:52,lack of medicines,high,within 18 hours
1053,Energy Scarcity,energy crisis,"27561 Glenn Prairie, Colleenfort, MP 72211",28-11-2023 20:28:29,lack of electricity,very high,within 48 hours
1054,Water Scarcity,shortage of water,"751 Russell Glens, West Amandastad, MS 92182",07-08-2022 15:17:06,drought,moderate,within 5 hours
1055,Water Scarcity,water crisis,"7791 Travis Port, Port Ashley, WI 76829",08-02-2024 17:29:00,water scarcity,moderate,within 12 hours
1056,Fuel Scarcity,shortage of fuel,"3132 Roberts Drive, South Sarahburgh, ND 94329",05-07-2020 07:13:43,petrol shortage,moderate,within 48 hours
1057,Energy Scarcity,energy scarcity,"USS Nguyen, FPO AP 38495",30-10-2020 01:25:34,lack of electricity,low,within 9 hours
1058,Water Scarcity,water crisis,"13378 Jeffrey Ports Suite 308, East Nicholasville, GU 91422",22-08-2021 02:22:03,shortage of water,very low,within 9 hours
1059,Fuel Scarcity,energy crisis,"8228 Smith Pine, Lindashire, AS 69426",25-08-2020 10:33:47,shortage of fuel,low,within 24 hours
1060,Medical Supplies Scarcity,medical supplies scarcity,"73568 Davis Cliffs Apt. 705, New Nicholasfort, OR 65404",26-04-2023 15:10:31,shortage of medical equipment,very low,within 18 hours
1061,Water Scarcity,shortage of water,"31190 Mark Villages Apt. 702, South Angela, NM 52845",07-05-2023 03:47:30,water crisis,very low,within 18 hours
1062,Food Scarcity,food insecurity,"08784 Giles Lakes Apt. 482, Port Claudia, PA 91418",14-06-2021 12:39:46,shortage of food,moderate,within 18 hours
1063,Fuel Scarcity,fuel supply disruption,"1024 Lam Green, Brooksbury, NE 39372",28-09-2023 19:45:34,shortage of fuel,very high,within 7 hours
1064,Energy Scarcity,energy scarcity,"562 Carol Shoals Apt. 847, Dunnchester, KS 58870",08-01-2021 13:05:42,lack of electricity,very high,within 24 hours
1065,Water Scarcity,water scarcity,"33195 Eric Isle, Thompsonshire, AR 88600",23-08-2023 10:24:53,water scarcity,very high,within 18 hours
1066,Water Scarcity,shortage of water,"225 Katherine Way Apt. 987, North Vanessaburgh, AS 27943",28-04-2021 01:35:36,water crisis,high,within 7 hours
1067,Energy Scarcity,shortage of energy,"39091 Edwards Extensions Apt. 734, Philipfort, RI 79375",25-02-2021 04:38:04,energy scarcity,very high,within 5 hours
1068,Water Scarcity,drought,"41234 Brown Ports Suite 775, New Williamland, KS 29261",20-09-2021 03:51:58,lack of clean water,moderate,within 5 hours
1069,Water Scarcity,drought,"88006 Mark Rapid Suite 336, Zunigamouth, OH 51255",19-09-2023 00:22:02,water crisis,very low,within 9 hours
1070,Energy Scarcity,lack of electricity,"Unit 7659 Box 3969, DPO AP 51261",20-09-2022 07:40:09,energy scarcity,very low,within 24 hours
1071,Food Scarcity,hunger crisis,"0408 Shelton Ports, Christown, AK 05304",27-08-2021 22:21:53,shortage of food,very low,within 5 hours
1072,Medical Supplies Scarcity,medical supplies scarcity,"98740 Brittany Union Apt. 159, East Jamesbury, WY 62790",05-08-2020 01:30:59,healthcare crisis,high,within 24 hours
1073,Fuel Scarcity,petrol shortage,"8605 Michael Wells Apt. 671, Codyshire, OH 10593",08-04-2023 01:43:02,energy crisis,very high,within 48 hours
1074,Medical Supplies Scarcity,lack of medicines,"8498 Lopez Stravenue, South Amanda, PR 60557",01-10-2021 12:05:14,shortage of medical equipment,high,within 9 hours
1075,Food Scarcity,famine,"Unit 3534 Box 4603, DPO AE 04712",31-10-2020 12:43:41,food scarcity,high,within 48 hours
1076,Fuel Scarcity,fuel scarcity,"9479 Brown Flats, Gregshire, MH 03281",10-06-2021 15:15:50,energy crisis,low,within 7 hours
1077,Water Scarcity,water crisis,"4101 Alicia Circle Apt. 556, Anthonystad, LA 55666",08-08-2021 04:34:32,drought,very high,within 24 hours
1078,Energy Scarcity,energy scarcity,"PSC 8372, Box 1183, APO AE 20975",18-11-2021 11:25:25,power outage,very low,within 18 hours
1079,Medical Supplies Scarcity,healthcare crisis,"4072 Nash Well Suite 427, South Allenchester, AL 71630",22-09-2020 11:24:45,medical supply shortage,high,within 24 hours
1080,Fuel Scarcity,shortage of fuel,"434 Foster Squares, Morganshire, PA 96909",08-10-2020 17:35:07,fuel supply disruption,low,within 18 hours
1081,Food Scarcity,food insecurity,"944 Roger Orchard Suite 496, Davidville, GA 96223",25-06-2022 14:22:47,famine,very high,within 72 hours
1082,Food Scarcity,hunger crisis,"Unit 0543 Box 4299, DPO AE 59571",03-11-2022 08:24:48,shortage of food,low,within 7 hours
1083,Energy Scarcity,shortage of energy,"Unit 9085 Box 1223, DPO AA 70362",07-06-2021 04:13:49,energy crisis,low,within 48 hours
1084,Fuel Scarcity,energy crisis,"PSC 1691, Box 4266, APO AP 99175",14-09-2021 16:47:34,shortage of fuel,moderate,within 5 hours
1085,Food Scarcity,famine,"214 Fernandez Alley, Carriestad, GA 40543",10-06-2020 16:18:16,food insecurity,very high,within 7 hours
1086,Energy Scarcity,energy scarcity,"4895 Sara Corners, Gonzalezville, CA 85657",27-02-2021 22:58:13,energy scarcity,very low,within 48 hours
1087,Energy Scarcity,shortage of energy,"230 Stanley Ramp, Fritzville, ME 04444",01-01-2021 23:56:17,power outage,very low,within 72 hours
1088,Fuel Scarcity,energy crisis,"50737 Thompson Keys, South Rachael, NJ 78412",13-06-2022 10:15:33,fuel scarcity,very low,within 72 hours
1089,Water Scarcity,water crisis,"1926 Williams Crescent, Marksport, RI 54939",15-05-2020 11:01:14,shortage of water,very high,within 7 hours
1090,Water Scarcity,water scarcity,"63334 Smith Isle, New Kim, NY 15119",24-12-2022 06:48:46,water crisis,low,within 12 hours
1091,Medical Supplies Scarcity,medical supply shortage,"484 Wagner Estates Apt. 019, East Sarah, PA 34391",08-01-2020 11:19:01,medical supplies scarcity,high,within 24 hours
1092,Fuel Scarcity,energy crisis,"03416 Fernandez Keys Apt. 809, New Nataliebury, TN 34588",12-03-2023 17:53:39,petrol shortage,high,within 72 hours
1093,Fuel Scarcity,petrol shortage,"84679 Cline Crescent, Weaverberg, VA 04660",07-09-2021 23:15:44,petrol shortage,low,within 72 hours
1094,Medical Supplies Scarcity,medical supplies scarcity,"4720 Hampton Roads, New Terrimouth, AZ 81764",26-03-2024 20:59:30,medical supply shortage,low,within 48 hours
1095,Medical Supplies Scarcity,lack of medicines,"USNS Wood, FPO AP 72569",17-09-2021 11:32:09,shortage of medical equipment,high,within 18 hours
1096,Fuel Scarcity,fuel scarcity,"8198 Montes Drive Apt. 184, Stewartbury, CT 61732",23-01-2021 22:35:06,petrol shortage,moderate,within 18 hours
1097,Food Scarcity,food insecurity,"594 Thomas Green, Kevinfurt, IA 61230",28-04-2023 20:54:34,food insecurity,very low,within 48 hours
1098,Water Scarcity,drought,"800 Sarah Villages, Thomasborough, OR 12979",23-05-2021 08:06:41,lack of clean water,low,within 24 hours
1099,Medical Supplies Scarcity,shortage of medical equipment,"09334 Sheri Trafficway Apt. 783, Hornetown, WV 93138",22-06-2020 19:16:14,healthcare crisis,high,within 48 hours
1100,Energy Scarcity,energy scarcity,"011 Brown Row, Leeview, OK 52473",03-05-2020 20:20:15,lack of electricity,low,within 48 hours
1101,Water Scarcity,drought,"0720 Samantha Harbors Suite 664, New Shannon, PA 15360",23-02-2022 11:33:45,water crisis,very low,within 48 hours
1102,Food Scarcity,famine,"6323 Brittany Club, Port Kathleenburgh, MO 45617",05-12-2021 19:32:28,shortage of food,low,within 24 hours
1103,Energy Scarcity,shortage of energy,"94471 Downs Mountains Apt. 773, Salazartown, AL 71350",15-12-2020 18:04:35,shortage of energy,low,within 5 hours
1104,Water Scarcity,shortage of water,"641 Smith Tunnel, East John, IA 75010",28-04-2021 22:24:19,lack of clean water,very high,within 48 hours
1105,Water Scarcity,drought,"286 Christopher Station Suite 569, New Charles, GU 43463",17-07-2021 20:28:22,shortage of water,low,within 7 hours
1106,Food Scarcity,food insecurity,"0966 Thompson Pine Apt. 582, South Heiditon, MN 48700",27-06-2023 21:36:06,hunger crisis,high,within 12 hours
1107,Energy Scarcity,power outage,"78251 Joshua Brooks, Audreyfort, GU 73156",07-07-2023 13:53:23,energy crisis,very high,within 5 hours
1108,Energy Scarcity,energy crisis,"303 Stephen Run Suite 140, Wallaceside, AL 93483",29-01-2021 13:07:02,shortage of energy,moderate,within 7 hours
1109,Medical Supplies Scarcity,healthcare crisis,"8961 Ashley Motorway Apt. 321, Reneemouth, FL 21374",07-12-2020 23:43:13,shortage of medical equipment,low,within 5 hours
1110,Energy Scarcity,shortage of energy,"Unit 5938 Box 4715, DPO AP 57851",20-09-2023 11:35:02,energy scarcity,low,within 18 hours
1111,Energy Scarcity,shortage of energy,"31393 David Tunnel Suite 539, Turnermouth, OR 82173",02-12-2020 00:09:33,energy scarcity,low,within 7 hours
1112,Energy Scarcity,energy crisis,"87050 Brooke Isle Suite 286, Port Nicole, GA 89478",03-11-2023 00:19:01,energy scarcity,moderate,within 7 hours
1113,Medical Supplies Scarcity,lack of medicines,"476 Anna Route Apt. 934, Sarahmouth, KS 39918",02-06-2020 18:22:27,medical supplies scarcity,very high,within 5 hours
1114,Energy Scarcity,shortage of energy,"35382 David Spring, North Amanda, VI 77681",30-10-2022 01:01:03,lack of electricity,very low,within 7 hours
1115,Energy Scarcity,energy crisis,"652 Dale Creek Suite 761, Andersonview, OR 07821",17-10-2023 03:40:22,power outage,low,within 7 hours
1116,Fuel Scarcity,shortage of fuel,"199 Clements Circles, Schmidtberg, MS 73893",12-03-2022 08:30:06,shortage of fuel,low,within 9 hours
1117,Water Scarcity,drought,"609 Pitts Knolls, Simmonsport, IA 41425",17-03-2023 08:53:29,water scarcity,very high,within 18 hours
1118,Water Scarcity,water crisis,"62079 Bennett Loaf Apt. 112, West Michelle, MO 56032",13-06-2021 13:40:35,water crisis,high,within 72 hours
1119,Food Scarcity,hunger crisis,"6540 Hernandez Court Suite 851, Riveraborough, WI 79318",09-08-2022 20:26:58,food insecurity,low,within 24 hours
1120,Medical Supplies Scarcity,medical supply shortage,"81810 Rodney Parkway, West Pamelaburgh, DC 88280",09-04-2022 21:56:41,shortage of medical equipment,very high,within 5 hours
1121,Fuel Scarcity,energy crisis,"470 Robert Point Suite 562, Smithfort, CO 87528",22-12-2021 06:51:13,fuel scarcity,low,within 5 hours
1122,Food Scarcity,food scarcity,"991 William Grove, South Seth, KY 21527",07-11-2022 04:52:36,food insecurity,low,within 7 hours
1123,Medical Supplies Scarcity,medical supply shortage,"2300 Harvey Ranch, Martinezburgh, GA 86313",16-10-2022 13:15:05,medical supplies scarcity,high,within 18 hours
1124,Water Scarcity,drought,"200 Tiffany Village, Brownchester, NY 58452",22-05-2021 12:14:12,lack of clean water,very high,within 9 hours
1125,Water Scarcity,shortage of water,"9665 Vasquez Place, Jenkinsstad, MA 94213",11-12-2021 02:04:06,drought,very low,within 9 hours
1126,Energy Scarcity,power outage,"381 Lisa Cliff, New Jacobview, MH 71019",01-01-2020 10:40:10,shortage of energy,high,within 9 hours
1127,Fuel Scarcity,energy crisis,"5300 Tyrone Crossing Apt. 776, East Barryland, AZ 26519",30-12-2022 06:52:03,fuel scarcity,high,within 18 hours
1128,Medical Supplies Scarcity,shortage of medical equipment,"620 Thompson Valley, Moodystad, HI 62004",19-07-2023 06:32:45,healthcare crisis,very high,within 18 hours
1129,Energy Scarcity,power outage,"60968 Mccall Trafficway, Hendersonside, KS 59107",29-07-2020 05:52:04,energy crisis,very low,within 7 hours
1130,Energy Scarcity,power outage,"9451 Roberts Mission, New Alexanderland, VI 17019",16-01-2022 14:16:31,lack of electricity,low,within 12 hours
1131,Medical Supplies Scarcity,shortage of medical equipment,"43971 Marshall Dale Suite 731, Weavermouth, MO 54719",03-10-2023 02:26:48,lack of medicines,moderate,within 48 hours
1132,Energy Scarcity,energy scarcity,"04286 Johnson Station, Andrewhaven, NE 70824",18-03-2022 07:59:15,shortage of energy,very low,within 7 hours
1133,Water Scarcity,water crisis,"11648 Gregory Wells Apt. 677, Harrisport, NE 43271",10-08-2021 08:05:03,lack of clean water,moderate,within 72 hours
1134,Fuel Scarcity,fuel scarcity,"114 Aguilar Cove, Dennisville, GU 60686",13-02-2021 07:32:13,energy crisis,very high,within 12 hours
1135,Medical Supplies Scarcity,healthcare crisis,"Unit 6059 Box 8495, DPO AP 56458",02-02-2022 13:56:01,shortage of medical equipment,very low,within 9 hours
1136,Food Scarcity,food scarcity,"00971 Gomez Valley, Karenberg, OK 75483",17-02-2021 14:48:08,food insecurity,low,within 18 hours
1137,Fuel Scarcity,energy crisis,"655 Morgan Flats, Morenoland, NV 81518",05-01-2021 03:17:40,fuel scarcity,high,within 72 hours
1138,Medical Supplies Scarcity,medical supply shortage,"76298 Hartman Viaduct Suite 099, Littleberg, GA 74782",17-01-2021 12:38:59,medical supply shortage,low,within 48 hours
1139,Energy Scarcity,energy crisis,"8305 Tyler Fort, Brandychester, NE 92140",17-08-2021 19:13:33,lack of electricity,moderate,within 5 hours
1140,Energy Scarcity,shortage of energy,"504 Bradley Crossroad Apt. 638, Marcmouth, DC 50841",28-09-2021 00:56:41,power outage,moderate,within 72 hours
1141,Energy Scarcity,power outage,"0600 Amanda Summit Suite 058, Thomasberg, TX 28595",19-08-2020 20:22:32,energy crisis,very low,within 7 hours
1142,Fuel Scarcity,fuel supply disruption,"PSC 5427, Box 8892, APO AP 11056",04-11-2021 19:42:07,fuel supply disruption,low,within 18 hours
1143,Fuel Scarcity,energy crisis,"Unit 5823 Box 3265, DPO AE 47213",24-02-2021 16:33:17,energy crisis,very high,within 7 hours
1144,Energy Scarcity,lack of electricity,"70447 Steven Walk, Tristanport, ME 04771",16-11-2023 01:59:06,shortage of energy,low,within 12 hours
1145,Medical Supplies Scarcity,healthcare crisis,"7498 Rita Overpass, Lauramouth, AZ 86021",17-07-2023 10:26:54,healthcare crisis,moderate,within 24 hours
